city,district,block,source,title,area_m2,rent_month_yuan,rent_per_m2,page
Beijing,Haidian,Wanliu,fang,万柳书院 3室2厅2卫 主卧朝南 同看万城华府 龙湖,218.0,78000.0,357.79816513761466,1
Beijing,Haidian,Wanliu,fang,万柳书院新房 精致装修 同看万城华府 缦和北京 龙湖,442.0,85000.0,192.30769230769232,1
Beijing,Haidian,Wanliu,fang,万柳万泉一层带南花园 满五年税费少 带车位 位置好,200.0,32000.0,160.0,1
Beijing,Haidian,Wanliu,fang,万泉小三居 有 户型方正 看房效果,136.0,24000.0,176.47058823529412,1
Beijing,Haidian,Wanliu,fang,光大水墨风景 4室2厅3卫 两房朝南 主卧朝南,192.0,36000.0,187.5,1
Beijing,Haidian,Wanliu,fang,碧水云天东区 4室2厅2卫 带飘窗 格局方正,178.0,28500.0,160.1123595505618,1
Beijing,Haidian,Wanliu,fang,干净整洁 万柳书院 万城华府海园龙湖颐和原著 4居看,307.0,65000.0,211.72638436482086,1
Beijing,Haidian,Wanliu,fang,高层 出租 万城华府一梯一户平层(装修好带车位)看房,395.0,88000.0,222.78481012658227,1
Beijing,Haidian,Wanliu,fang,万城华府海园 5室3卫3厅 378平精装修 1000,378.0,100000.0,264.55026455026456,1
Beijing,Haidian,Wanliu,fang,万城华府龙园 5室3卫3厅 395.2平毛坯6000,395.0,60000.0,151.8987341772152,1
Beijing,Haidian,Wanliu,fang,15套起看 有钥匙 万城华府+万柳书院 客厅挑空 +,320.0,63500.0,198.4375,1
Beijing,Haidian,Wanliu,fang,媲美万城华府 万柳书院 户型方正 精装修平层 配套双,562.0,125000.0,222.41992882562278,1
Beijing,Haidian,Wanliu,fang,20套可看 万城华府海园 玺园 尚园 龙园 同看 万,345.0,65000.0,188.40579710144928,1
Beijing,Haidian,Wanliu,fang,"10套房源起看万城华府,万柳书院,万泉新新家园,龙湖",274.0,60000.0,218.97810218978103,1
Beijing,Haidian,Wanliu,fang,万城华府龙园 新出平层四居室 带车库 4室3厅3卫,307.0,55000.0,179.1530944625407,1
Beijing,Haidian,Wanliu,fang,颐和园旁 龙湖颐和原著 万城华府 万柳书院同看 独栋,1501.0,160000.0,106.59560293137908,1
Beijing,Haidian,Wanliu,fang,10套起看 万城华府龙园(19年全新装修)270度采,535.0,60000.0,112.14953271028037,1
Beijing,Haidian,Wanliu,fang,20套起看 万城华府 复式官邸 看房随时 有车位 干,300.0,68000.0,226.66666666666666,1
Beijing,Haidian,Wanliu,fang,"价格能谈只要出价就行,双向奔赴得好房源,有条件您提出",248.0,35000.0,141.1290322580645,1
Beijing,Haidian,Wanliu,fang,10套起看 万城华府 万柳书院 大面宽 采光好 干净,348.0,56000.0,160.91954022988506,1
Beijing,Haidian,Wanliu,fang,20套起看 万柳书院万城华府 2居南北通透 有车位有,116.0,24000.0,206.89655172413794,1
Beijing,Haidian,Wanliu,fang,涧桥泊屋 4室2卫2厅 194.64平精装修 280,194.0,28000.0,144.3298969072165,1
Beijing,Haidian,Wanliu,fang,"全南两居精装修,价格可谈!",105.0,13000.0,123.80952380952381,1
Beijing,Haidian,Wanliu,fang,万城华府龙园 新出三居 业主委托 随时看房,145.0,26000.0,179.31034482758622,1
Beijing,Haidian,Wanliu,fang,万柳书院4室2厅精装修,323.0,145000.0,448.91640866873064,1
Beijing,Haidian,Wanliu,fang,涧桥泊屋4室2厅豪华装修,199.0,45000.0,226.13065326633165,2
Beijing,Haidian,Wanliu,fang,"万城华府尚园 楼间距大,顶层层高5.1米可以做豪华装",298.0,75000.0,251.6778523489933,2
Beijing,Haidian,Wanliu,fang,"钥匙房万城华府龙园一层好山阁,四面采光,五居室+书房",395.0,60000.0,151.8987341772152,2
Beijing,Haidian,Wanliu,fang,5室3厅万城华府龙园,395.0,60000.0,151.8987341772152,2
Beijing,Haidian,Wanliu,fang,万柳书院4室2厅精装修,323.0,145000.0,448.91640866873064,2
Beijing,Haidian,Wanliu,fang,5室3厅万城华府龙园,395.0,60000.0,151.8987341772152,2
Beijing,Haidian,Wanliu,fang,万柳书院4室2厅精装修,323.0,145000.0,448.91640866873064,2
Beijing,Haidian,Wanliu,fang,5室3厅万城华府龙园,395.0,60000.0,151.8987341772152,2
Beijing,Haidian,Wanliu,fang,"书院大平层,精装修,次顶层,带车位",246.0,75000.0,304.8780487804878,2
Beijing,Haidian,Wanliu,fang,"3室2厅万柳书院,南北通透",268.0,110000.0,410.44776119402985,2
Beijing,Haidian,Wanliu,fang,万城华府海园 4室3厅2卫 南北通透 主卧朝南,382.0,100000.0,261.78010471204186,2
Beijing,Haidian,Wanliu,fang,5室3厅万城华府海园,380.0,90000.0,236.8421052631579,2
Beijing,Haidian,Wanliu,fang,万柳书院 3室2厅3卫 带飘窗 采光充足,275.0,78000.0,283.6363636363636,2
Beijing,Haidian,Wanliu,fang,5室3厅万城华府海园,378.0,100000.0,264.55026455026456,2
Beijing,Haidian,Wanliu,fang,万柳万泉新新家园三期4居室+户型方正+园区好位置+可,246.0,36000.0,146.34146341463415,2
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,248.0,35000.0,141.1290322580645,2
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,248.0,35000.0,141.1290322580645,2
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,248.0,35000.0,141.1290322580645,2
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,200.0,34000.0,170.0,2
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,269.0,38000.0,141.26394052044608,2
Beijing,Haidian,Wanliu,fang,4室2厅光大水墨风景,216.0,38000.0,175.92592592592592,2
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,246.0,36000.0,146.34146341463415,2
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天1期,147.0,18500.0,125.85034013605443,2
Beijing,Haidian,Wanliu,fang,光大花园4室2厅精装修,177.0,22000.0,124.29378531073446,2
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天2期,171.0,25000.0,146.19883040935673,2
Beijing,Haidian,Wanliu,fang,涧桥泊屋4室2厅精装修 随时看房 价格可议,194.0,28000.0,144.3298969072165,2
Beijing,Haidian,Wanliu,fang,蜂鸟社区1室1厅精装修,52.0,5600.0,107.6923076923077,2
Beijing,Haidian,Wanliu,fang,4室2厅锋尚国际公寓,156.0,28000.0,179.48717948717947,2
Beijing,Haidian,Wanliu,fang,涧桥泊屋4室2厅精装修,194.0,28000.0,144.3298969072165,2
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,218.0,29800.0,136.69724770642202,2
Beijing,Haidian,Wanliu,fang,4室2厅锋尚国际公寓,156.0,28000.0,179.48717948717947,2
Beijing,Haidian,Wanliu,fang,万泉新新家园 4室2厅2卫 客厅朝南 主卧朝南,205.0,30000.0,146.34146341463415,2
Beijing,Haidian,Wanliu,fang,光大花园4室2厅精装修,182.0,25000.0,137.36263736263737,2
Beijing,Haidian,Wanliu,fang,2室2厅光大水墨风景 随时看房 价格可议,94.0,14000.0,148.93617021276594,2
Beijing,Haidian,Wanliu,fang,1室1厅碧水云天2期,81.0,9900.0,122.22222222222223,2
Beijing,Haidian,Wanliu,fang,蜂鸟社区2室1厅精装修 随时看房,81.0,10600.0,130.8641975308642,2
Beijing,Haidian,Wanliu,fang,相寓 万柳·怡秀园·中楼层·3居室,120.0,12160.0,101.33333333333333,2
Beijing,Haidian,Wanliu,fang,蜂鸟社区 1室1厅 精装修,45.0,5800.0,128.88888888888889,2
Beijing,Haidian,Wanliu,fang,蜂鸟社区1室1厅精装修 随时看房 价格可议,52.0,6500.0,125.0,2
Beijing,Haidian,Wanliu,fang,蜂鸟家园 1室1厅1卫 格局方正 经典实用,47.0,5850.0,124.46808510638297,2
Beijing,Haidian,Wanliu,fang,蜂鸟家园 1室1厅1卫 格局方正 客厅朝南,52.0,7100.0,136.53846153846155,2
Beijing,Haidian,Wanliu,fang,1室1厅锋尚国际公寓,75.0,8500.0,113.33333333333333,2
Beijing,Haidian,Wanliu,fang,万泉新新家园 4室3卫2厅 248平精装修 3700,248.0,35000.0,141.1290322580645,2
Beijing,Haidian,Wanliu,fang,海淀 万柳 康桥水郡 南北复式6室3厅3卫 带80平,410.0,90000.0,219.5121951219512,2
Beijing,Haidian,Wanliu,fang,2室1厅光大水墨风景,99.0,17500.0,176.76767676767676,2
Beijing,Haidian,Wanliu,fang,5室3厅万城华府龙园,395.0,60000.0,151.8987341772152,2
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天2期,171.0,25000.0,146.19883040935673,2
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,200.0,34000.0,170.0,2
Beijing,Haidian,Wanliu,fang,蜂鸟社区1室1厅精装修,52.0,5600.0,107.6923076923077,2
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,248.0,35000.0,141.1290322580645,2
Beijing,Haidian,Wanliu,fang,2室1厅锋尚国际公寓,67.0,11500.0,171.6417910447761,2
Beijing,Haidian,Wanliu,fang,涧桥泊屋6室2厅豪华装修,389.0,85000.0,218.5089974293059,2
Beijing,Haidian,Wanliu,fang,涧桥泊屋4室2厅精装修,194.0,28000.0,144.3298969072165,2
Beijing,Haidian,Wanliu,fang,万柳书院4室2厅精装修,323.0,145000.0,448.91640866873064,2
Beijing,Haidian,Wanliu,fang,5室3厅万城华府龙园,395.0,60000.0,151.8987341772152,2
Beijing,Haidian,Wanliu,fang,万泉新新家园 4室2卫2厅 269平精装修 4300,269.0,38000.0,141.26394052044608,2
Beijing,Haidian,Wanliu,fang,蜂鸟社区1室1厅精装修,52.0,5600.0,107.6923076923077,2
Beijing,Haidian,Wanliu,fang,涧桥泊屋4室2厅精装修,194.0,28000.0,144.3298969072165,2
Beijing,Haidian,Wanliu,fang,万柳书院三面采光大平层 自住豪华装修 有车位,323.0,145000.0,448.91640866873064,2
Beijing,Haidian,Wanliu,fang,5室3厅万城华府龙园,395.0,60000.0,151.8987341772152,2
Beijing,Haidian,Wanliu,fang,涧桥泊屋4室2厅豪华装修,199.0,45000.0,226.13065326633165,2
Beijing,Haidian,Wanliu,fang,"万城华府尚园 楼间距大,顶层层高5.1米可以做豪华装",298.0,75000.0,251.6778523489933,2
Beijing,Haidian,Wanliu,fang,"钥匙房万城华府龙园一层好山阁,四面采光,五居室+书房",395.0,60000.0,151.8987341772152,2
Beijing,Haidian,Wanliu,fang,5室3厅万城华府龙园,395.0,60000.0,151.8987341772152,2
Beijing,Haidian,Wanliu,fang,万柳书院4室2厅精装修,323.0,145000.0,448.91640866873064,2
Beijing,Haidian,Wanliu,fang,5室3厅万城华府龙园,395.0,60000.0,151.8987341772152,2
Beijing,Haidian,Wanliu,fang,万柳书院4室2厅精装修,323.0,145000.0,448.91640866873064,2
Beijing,Haidian,Wanliu,fang,5室3厅万城华府龙园,395.0,60000.0,151.8987341772152,2
Beijing,Haidian,Wanliu,fang,"书院大平层,精装修,次顶层,带车位",246.0,75000.0,304.8780487804878,2
Beijing,Haidian,Wanliu,fang,"3室2厅万柳书院,南北通透",268.0,110000.0,410.44776119402985,2
Beijing,Haidian,Wanliu,fang,万城华府海园 4室3厅2卫 南北通透 主卧朝南,382.0,100000.0,261.78010471204186,2
Beijing,Haidian,Wanliu,fang,5室3厅万城华府海园,380.0,90000.0,236.8421052631579,2
Beijing,Haidian,Wanliu,fang,万柳书院 3室2厅3卫 带飘窗 采光充足,275.0,78000.0,283.6363636363636,2
Beijing,Haidian,Wanliu,fang,5室3厅万城华府海园,378.0,100000.0,264.55026455026456,2
Beijing,Haidian,Wanliu,fang,万柳万泉新新家园三期4居室+户型方正+园区好位置+可,246.0,36000.0,146.34146341463415,2
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,248.0,35000.0,141.1290322580645,2
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,248.0,35000.0,141.1290322580645,2
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,248.0,35000.0,141.1290322580645,2
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,200.0,34000.0,170.0,2
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,269.0,38000.0,141.26394052044608,2
Beijing,Haidian,Wanliu,fang,4室2厅光大水墨风景,216.0,38000.0,175.92592592592592,2
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,246.0,36000.0,146.34146341463415,2
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天1期,147.0,18500.0,125.85034013605443,2
Beijing,Haidian,Wanliu,fang,光大花园4室2厅精装修,177.0,22000.0,124.29378531073446,2
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天2期,171.0,25000.0,146.19883040935673,2
Beijing,Haidian,Wanliu,fang,涧桥泊屋4室2厅精装修 随时看房 价格可议,194.0,28000.0,144.3298969072165,2
Beijing,Haidian,Wanliu,fang,蜂鸟社区1室1厅精装修,52.0,5600.0,107.6923076923077,2
Beijing,Haidian,Wanliu,fang,4室2厅锋尚国际公寓,156.0,28000.0,179.48717948717947,2
Beijing,Haidian,Wanliu,fang,涧桥泊屋4室2厅精装修,194.0,28000.0,144.3298969072165,2
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,218.0,29800.0,136.69724770642202,2
Beijing,Haidian,Wanliu,fang,4室2厅锋尚国际公寓,156.0,28000.0,179.48717948717947,2
Beijing,Haidian,Wanliu,fang,万泉新新家园 4室2厅2卫 客厅朝南 主卧朝南,205.0,30000.0,146.34146341463415,2
Beijing,Haidian,Wanliu,fang,光大花园4室2厅精装修,182.0,25000.0,137.36263736263737,2
Beijing,Haidian,Wanliu,fang,2室2厅光大水墨风景 随时看房 价格可议,94.0,14000.0,148.93617021276594,2
Beijing,Haidian,Wanliu,fang,1室1厅碧水云天2期,81.0,9900.0,122.22222222222223,2
Beijing,Haidian,Wanliu,fang,蜂鸟社区2室1厅精装修 随时看房,81.0,10600.0,130.8641975308642,2
Beijing,Haidian,Wanliu,fang,相寓 万柳·怡秀园·中楼层·3居室,120.0,12160.0,101.33333333333333,2
Beijing,Haidian,Wanliu,fang,蜂鸟社区 1室1厅 精装修,45.0,5800.0,128.88888888888889,2
Beijing,Haidian,Wanliu,fang,蜂鸟社区1室1厅精装修 随时看房 价格可议,52.0,6500.0,125.0,2
Beijing,Haidian,Wanliu,fang,蜂鸟家园 1室1厅1卫 格局方正 经典实用,47.0,5850.0,124.46808510638297,2
Beijing,Haidian,Wanliu,fang,蜂鸟家园 1室1厅1卫 格局方正 客厅朝南,52.0,7100.0,136.53846153846155,2
Beijing,Haidian,Wanliu,fang,1室1厅锋尚国际公寓,75.0,8500.0,113.33333333333333,2
Beijing,Haidian,Wanliu,fang,万泉新新家园 4室3卫2厅 248平精装修 3700,248.0,35000.0,141.1290322580645,2
Beijing,Haidian,Wanliu,fang,海淀 万柳 康桥水郡 南北复式6室3厅3卫 带80平,410.0,90000.0,219.5121951219512,2
Beijing,Haidian,Wanliu,fang,2室1厅光大水墨风景,99.0,17500.0,176.76767676767676,2
Beijing,Haidian,Wanliu,fang,5室3厅万城华府龙园,395.0,60000.0,151.8987341772152,2
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天2期,171.0,25000.0,146.19883040935673,2
